Specie,Group,Assembly,Query,ProteinLength,IsoelectricPoint,MolecularWeight,Localizations,Orthogroup,Domains,Orthogroup_
Drosophila arizonae,Diptera,GCF_001654025.1,XP_017859480.1,437,7.9772,49290.54,Extracellular|Lysosome/Vacuole,OG0000001,['Glyco_hydro_18'],1
Drosophila arizonae,Diptera,GCF_001654025.1,XP_017859479.1,439,6.6955,49454.87,Extracellular,OG0000001,['Glyco_hydro_18'],1
Spodoptera frugiperda,Lepidoptera,GCF_023101765.2,XP_050560410.1,459,7.2553,50774.02,Extracellular,OG0000001,['Glyco_hydro_18'],1
Halyomorpha halys,Hemiptera,GCF_000696795.2,XP_024218521.1,720,8.726,79653.23,Extracellular,OG0000001,"['Glyco_hydro_18', 'Glyco_hydro_18']",1
Papilio polytes,Lepidoptera,GCF_000836215.1,XP_013149715.1,448,7.2675,49730.61,Extracellular,OG0000001,['Glyco_hydro_18'],1
Halyomorpha halys,Hemiptera,GCF_000696795.2,XP_024219260.1,561,8.6851,61487.01,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila yakuba,Diptera,GCF_016746365.2,XP_002092175.1,452,7.9114,50306.24,Extracellular,OG0000001,['Glyco_hydro_18'],1
Episyrphus balteatus,Diptera,GCF_945859705.1,XP_055857827.1,443,8.0536,48885.45,Extracellular,OG0000001,['Glyco_hydro_18'],1
Pieris rapae,Lepidoptera,GCF_905147795.1,XP_022121514.1,433,8.0902,48086.76,Extracellular,OG0000001,['Glyco_hydro_18'],1
Anopheles merus,Diptera,GCF_017562075.2,XP_041777824.1,439,8.0039,48180.72,Extracellular,OG0000001,['Glyco_hydro_18'],1
Anopheles merus,Diptera,GCF_017562075.2,XP_041777823.1,447,7.1471,49661.24,Extracellular|Lysosome/Vacuole,OG0000001,['Glyco_hydro_18'],1
Anastrepha ludens,Diptera,GCF_028408465.1,XP_053950226.1,439,7.4743,48400.94,Extracellular|Lysosome/Vacuole,OG0000001,['Glyco_hydro_18'],1
Drosophila yakuba,Diptera,GCF_016746365.2,XP_002091933.1,444,6.9342,50141.8,Extracellular,OG0000001,['Glyco_hydro_18'],1
Chrysoperla carnea,Neuroptera,GCF_905475395.1,XP_044740265.1,448,7.5402,49867.59,Extracellular,OG0000001,['Glyco_hydro_18'],1
Vanessa tameamea,Lepidoptera,GCF_002938995.1,XP_026500809.1,441,7.4123,48929.77,Extracellular,OG0000001,['Glyco_hydro_18'],1
Anastrepha ludens,Diptera,GCF_028408465.1,XP_053959517.1,439,6.6932,49470.71,Extracellular,OG0000001,['Glyco_hydro_18'],1
Chrysoperla carnea,Neuroptera,GCF_905475395.1,XP_044732058.1,433,7.1361,47363.89,Extracellular,OG0000001,['Glyco_hydro_18'],1
Cylas formicarius,Coleoptera,GCF_029955315.1,XP_060536626.1,438,6.3198,49175.96,Extracellular,OG0000001,['Glyco_hydro_18'],1
Anastrepha ludens,Diptera,GCF_028408465.1,XP_053962263.1,434,6.2893,49223.97,Extracellular,OG0000001,['Glyco_hydro_18'],1
Anastrepha ludens,Diptera,GCF_028408465.1,XP_053967201.1,452,7.022,50344.27,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila yakuba,Diptera,GCF_016746365.2,XP_002101781.1,442,7.803,48624.14,Extracellular,OG0000001,['Glyco_hydro_18'],1
Uranotaenia lowii,Diptera,GCF_029784155.1,XP_055594594.1,443,7.4512,49808.89,Extracellular,OG0000001,['Glyco_hydro_18'],1
Uranotaenia lowii,Diptera,GCF_029784155.1,XP_055594592.1,432,6.4144,48814.4,Extracellular,OG0000001,['Glyco_hydro_18'],1
Uranotaenia lowii,Diptera,GCF_029784155.1,XP_055594591.1,437,8.3671,47924.51,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila miranda,Diptera,GCF_003369915.1,XP_017153915.1,442,7.0073,49271.53,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila miranda,Diptera,GCF_003369915.1,XP_017153916.1,439,6.823,48915.29,Extracellular|Lysosome/Vacuole,OG0000001,['Glyco_hydro_18'],1
Drosophila miranda,Diptera,GCF_003369915.1,XP_017153917.1,439,6.8918,48859.71,Extracellular|Lysosome/Vacuole,OG0000001,['Glyco_hydro_18'],1
Drosophila yakuba,Diptera,GCF_016746365.2,XP_002090420.1,440,6.6582,49079.54,Extracellular,OG0000001,['Glyco_hydro_18'],1
Helicoverpa zea,Lepidoptera,GCF_022581195.2,XP_047040661.1,454,6.9572,49993.04,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila yakuba,Diptera,GCF_016746365.2,XP_002090421.1,441,7.8009,49222.67,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila miranda,Diptera,GCF_003369915.1,XP_017156091.1,443,7.4974,48714.3,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila mauritiana,Diptera,GCF_004382145.1,XP_033172947.1,441,7.4736,49079.29,Extracellular,OG0000001,['Glyco_hydro_18'],1
Aedes aegypti,Diptera,GCF_002204515.2,XP_001660748.2,441,8.2724,48050.78,Extracellular,OG0000001,['Glyco_hydro_18'],1
Aedes aegypti,Diptera,GCF_002204515.2,XP_001660745.2,441,6.5086,48682.38,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila miranda,Diptera,GCF_003369915.1,XP_033254123.1,231,9.8681,25916.14,Extracellular,OG0000001,['Glyco_hydro_18'],1
Uranotaenia lowii,Diptera,GCF_029784155.1,XP_055588979.1,443,8.7111,49883.72,Extracellular,OG0000001,['Glyco_hydro_18'],1
Uranotaenia lowii,Diptera,GCF_029784155.1,XP_055593436.1,437,8.3671,47865.43,Extracellular,OG0000001,['Glyco_hydro_18'],1
Uranotaenia lowii,Diptera,GCF_029784155.1,XP_055594092.1,443,7.0024,49701.7,Extracellular,OG0000001,['Glyco_hydro_18'],1
Uranotaenia lowii,Diptera,GCF_029784155.1,XP_055594590.1,443,8.3787,48922.69,Extracellular,OG0000001,['Glyco_hydro_18'],1
Harmonia axyridis,Coleoptera,GCF_914767665.1,XP_045471971.1,433,7.445,48954.42,Extracellular,OG0000001,['Glyco_hydro_18'],1
Anoplophora glabripennis,Coleoptera,GCF_000390285.2,XP_018571341.1,449,6.767,50716.53,Extracellular,OG0000001,['Glyco_hydro_18'],1
Anoplophora glabripennis,Coleoptera,GCF_000390285.2,XP_018571343.1,438,5.7136,48537.94,Extracellular,OG0000001,['Glyco_hydro_18'],1
Harmonia axyridis,Coleoptera,GCF_914767665.1,XP_045472531.1,454,8.2628,50857.94,Extracellular,OG0000001,['Glyco_hydro_18'],1
Bombus pyrosoma,Hymenoptera,GCF_014825855.1,XP_043603299.1,462,7.6613,51392.13,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila innubila,Diptera,GCF_004354385.1,XP_034478647.1,442,7.0829,49406.93,Extracellular,OG0000001,['Glyco_hydro_18'],1
Bactrocera dorsalis,Diptera,GCF_023373825.1,XP_011206956.2,439,6.76,49265.32,Extracellular,OG0000001,['Glyco_hydro_18'],1
Bactrocera dorsalis,Diptera,GCF_023373825.1,XP_011203985.2,452,7.3788,50354.25,Extracellular,OG0000001,['Glyco_hydro_18'],1
Aricia agestis,Lepidoptera,GCF_905147365.1,XP_041987932.1,449,7.2194,49880.81,Extracellular,OG0000001,['Glyco_hydro_18'],1
Zootermopsis nevadensis,Blattodea,GCF_000696155.1,XP_021939692.1,438,6.1175,48096.56,Extracellular|Lysosome/Vacuole,OG0000001,['Glyco_hydro_18'],1
Bicyclus anynana,Lepidoptera,GCF_947172395.1,XP_023943545.2,447,7.4677,49328.94,Extracellular,OG0000001,['Glyco_hydro_18'],1
Rhopalosiphum maidis,Hemiptera,GCF_003676215.2,XP_026811661.1,442,8.8486,48955.1,Extracellular,OG0000001,['Glyco_hydro_18'],1
Nilaparvata lugens,Hemiptera,GCF_014356525.2,XP_022194841.2,433,7.5788,49016.73,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila guanche,Diptera,GCF_900245975.1,XP_034126465.1,439,7.1714,49154.15,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila guanche,Diptera,GCF_900245975.1,XP_034125724.1,885,6.9046,98506.21,Extracellular,OG0000001,"['Glyco_hydro_18', 'Glyco_hydro_18']",1
Drosophila guanche,Diptera,GCF_900245975.1,XP_034123648.1,443,7.4696,48761.36,Extracellular,OG0000001,['Glyco_hydro_18'],1
Schistocerca nitens,Orthoptera,GCF_023898315.1,XP_049788700.1,432,7.1716,47833.08,Extracellular,OG0000001,['Glyco_hydro_18'],1
Schistocerca nitens,Orthoptera,GCF_023898315.1,XP_049788697.1,435,7.8322,48507.09,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila guanche,Diptera,GCF_900245975.1,XP_034121236.1,443,6.8614,49379.0,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila innubila,Diptera,GCF_004354385.1,XP_034477457.1,452,7.64,50320.98,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila yakuba,Diptera,GCF_016746365.2,XP_002090419.1,439,7.4038,49218.15,Extracellular|Lysosome/Vacuole,OG0000001,['Glyco_hydro_18'],1
Drosophila innubila,Diptera,GCF_004354385.1,XP_034477456.1,453,8.0562,50636.75,Extracellular,OG0000001,['Glyco_hydro_18'],1
Bactrocera dorsalis,Diptera,GCF_023373825.1,XP_011213425.2,439,7.4968,48385.8,Extracellular|Lysosome/Vacuole,OG0000001,['Glyco_hydro_18'],1
Homalodisca vitripennis,Hemiptera,GCF_021130785.1,XP_046670579.1,233,7.7187,25917.27,Extracellular,OG0000001,['Glyco_hydro_18'],1
Diorhabda carinulata,Coleoptera,GCF_026250575.1,XP_057656370.1,434,6.2927,48623.3,Extracellular,OG0000001,['Glyco_hydro_18'],1
Diorhabda carinulata,Coleoptera,GCF_026250575.1,XP_057656369.1,436,7.6435,49354.26,Extracellular,OG0000001,['Glyco_hydro_18'],1
Bactrocera dorsalis,Diptera,GCF_023373825.1,XP_049310380.1,882,6.8476,98561.95,Extracellular,OG0000001,"['Glyco_hydro_18', 'Glyco_hydro_18']",1
Cylas formicarius,Coleoptera,GCF_029955315.1,XP_060518655.1,443,7.4993,49854.69,Extracellular,OG0000001,['Glyco_hydro_18'],1
Aphidius gifuensis,Hymenoptera,GCF_014905175.1,XP_044018192.1,435,7.5442,48454.92,Extracellular,OG0000001,['Glyco_hydro_18'],1
Anopheles nili,Diptera,GCF_943737925.1,XP_053677050.1,445,7.4371,49161.95,Extracellular,OG0000001,['Glyco_hydro_18'],1
Anopheles nili,Diptera,GCF_943737925.1,XP_053677051.1,438,7.4049,47910.39,Extracellular,OG0000001,['Glyco_hydro_18'],1
Bactrocera dorsalis,Diptera,GCF_023373825.1,XP_049308512.1,432,6.6615,48664.16,Extracellular,OG0000001,['Glyco_hydro_18'],1
Vespula pensylvanica,Hymenoptera,GCF_014466175.1,XP_043668509.1,434,7.4957,48337.74,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila innubila,Diptera,GCF_004354385.1,XP_034472096.1,748,6.062,83575.23,Extracellular,OG0000001,"['Glyco_hydro_18', 'Glyco_hydro_18']",1
Drosophila innubila,Diptera,GCF_004354385.1,XP_034474469.1,443,7.4678,48734.29,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila innubila,Diptera,GCF_004354385.1,XP_034474765.1,441,7.4179,49489.3,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila innubila,Diptera,GCF_004354385.1,XP_034474766.1,440,7.0695,49498.69,Extracellular|Lysosome/Vacuole,OG0000001,['Glyco_hydro_18'],1
Drosophila innubila,Diptera,GCF_004354385.1,XP_034474767.1,438,5.3923,48847.77,Extracellular,OG0000001,['Glyco_hydro_18'],1
Maniola jurtina,Lepidoptera,GCF_905333055.1,XP_045784705.1,440,7.1795,48582.16,Extracellular,OG0000001,['Glyco_hydro_18'],1
Schistocerca serialis cubense,Orthoptera,GCF_023864345.2,XP_049954852.1,432,7.1716,47795.98,Extracellular,OG0000001,['Glyco_hydro_18'],1
Bradysia coprophila,Diptera,GCF_014529535.1,XP_037024335.1,442,7.3809,48726.34,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila nasuta,Diptera,GCF_023558535.2,XP_060649807.1,434,5.7584,49253.2,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila gunungcola,Diptera,GCF_025200985.1,XP_052839496.1,454,7.9024,50496.52,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila gunungcola,Diptera,GCF_025200985.1,XP_052839670.1,443,7.5222,49685.46,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila nasuta,Diptera,GCF_023558535.2,XP_060646873.1,443,6.5027,50148.06,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila nasuta,Diptera,GCF_023558535.2,XP_060649362.1,449,8.4971,50002.34,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila nasuta,Diptera,GCF_023558535.2,XP_060649373.1,443,6.9636,49820.5,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila nasuta,Diptera,GCF_023558535.2,XP_060649386.1,439,7.0892,49288.54,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila nasuta,Diptera,GCF_023558535.2,XP_060649792.1,207,8.3698,24064.08,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila miranda,Diptera,GCF_003369915.1,XP_017150738.1,443,6.6877,49357.77,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila nasuta,Diptera,GCF_023558535.2,XP_060649817.1,905,6.6488,102397.97,Extracellular,OG0000001,"['Glyco_hydro_18', 'Glyco_hydro_18']",1
Drosophila nasuta,Diptera,GCF_023558535.2,XP_060653955.1,448,5.4702,50265.28,Extracellular,OG0000001,['Glyco_hydro_18'],1
Aethina tumida,Coleoptera,GCF_024364675.1,XP_019868030.2,458,8.2761,50885.06,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila nasuta,Diptera,GCF_023558535.2,XP_060657183.1,442,7.5401,49668.24,Extracellular,OG0000001,['Glyco_hydro_18'],1
Teleopsis dalmanni,Diptera,GCF_002237135.1,XP_037951361.1,452,7.2544,50676.48,Extracellular,OG0000001,['Glyco_hydro_18'],1
Bombus bifarius,Hymenoptera,GCF_011952205.1,XP_033316417.1,440,6.9571,48634.94,Extracellular,OG0000001,['Glyco_hydro_18'],1
Pectinophora gossypiella,Lepidoptera,GCF_024362695.1,XP_049885038.1,454,6.7649,50389.37,Extracellular,OG0000001,['Glyco_hydro_18'],1
Nasonia vitripennis,Hymenoptera,GCF_009193385.2,XP_032456021.1,437,8.0339,48252.66,Extracellular,OG0000001,['Glyco_hydro_18'],1
Aethina tumida,Coleoptera,GCF_024364675.1,XP_049822877.1,449,6.897,50596.52,Extracellular,OG0000001,['Glyco_hydro_18'],1
Hermetia illucens,Diptera,GCF_905115235.1,XP_037925563.1,441,7.4163,48974.83,Extracellular,OG0000001,['Glyco_hydro_18'],1
Nasonia vitripennis,Hymenoptera,GCF_009193385.2,XP_032456020.1,437,8.0339,48252.66,Extracellular,OG0000001,['Glyco_hydro_18'],1
Anopheles bellator,Diptera,GCF_943735745.2,XP_058057279.1,446,7.4149,49379.11,Extracellular,OG0000001,['Glyco_hydro_18'],1
Amyelois transitella,Lepidoptera,GCF_032362555.1,XP_013189363.1,434,7.1464,47914.3,Extracellular|Lysosome/Vacuole,OG0000001,['Glyco_hydro_18'],1
Halyomorpha halys,Hemiptera,GCF_000696795.2,XP_024219763.1,389,8.5585,43455.82,Extracellular,OG0000001,['Glyco_hydro_18'],1
Plutella xylostella,Lepidoptera,GCF_932276165.1,XP_037977880.1,433,7.6799,47946.63,Extracellular,OG0000001,['Glyco_hydro_18'],1
Teleopsis dalmanni,Diptera,GCF_002237135.1,XP_037927564.1,442,6.8603,49487.01,Extracellular,OG0000001,['Glyco_hydro_18'],1
Frieseomelitta varia,Hymenoptera,GCF_011392965.1,XP_043523465.1,436,7.7828,48446.8,Extracellular,OG0000001,['Glyco_hydro_18'],1
Frieseomelitta varia,Hymenoptera,GCF_011392965.1,XP_043523463.1,442,7.4666,49061.5,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila nasuta,Diptera,GCF_023558535.2,XP_060660870.1,454,7.6219,50710.59,Extracellular,OG0000001,['Glyco_hydro_18'],1
Colias croceus,Lepidoptera,GCF_905220415.1,XP_045509749.1,434,7.7871,47957.61,Extracellular,OG0000001,['Glyco_hydro_18'],1
Teleopsis dalmanni,Diptera,GCF_002237135.1,XP_037928025.1,436,6.7168,49383.14,Extracellular,OG0000001,['Glyco_hydro_18'],1
Teleopsis dalmanni,Diptera,GCF_002237135.1,XP_037928184.1,398,6.8268,45111.1,Extracellular,OG0000001,['Glyco_hydro_18'],1
Teleopsis dalmanni,Diptera,GCF_002237135.1,XP_037928764.1,436,6.7168,49461.21,Extracellular,OG0000001,['Glyco_hydro_18'],1
Schistocerca americana,Orthoptera,GCF_021461395.2,XP_046992107.1,432,7.1716,47810.0,Extracellular,OG0000001,['Glyco_hydro_18'],1
Schistocerca americana,Orthoptera,GCF_021461395.2,XP_046992108.1,437,9.1759,48853.67,Extracellular,OG0000001,['Glyco_hydro_18'],1
Schistocerca americana,Orthoptera,GCF_021461395.2,XP_046992109.1,435,8.0741,48491.14,Extracellular,OG0000001,['Glyco_hydro_18'],1
Teleopsis dalmanni,Diptera,GCF_002237135.1,XP_037937618.1,436,7.7723,48315.93,Extracellular|Lysosome/Vacuole,OG0000001,['Glyco_hydro_18'],1
Teleopsis dalmanni,Diptera,GCF_002237135.1,XP_037927565.1,438,7.7051,49486.53,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila nasuta,Diptera,GCF_023558535.2,XP_060663133.1,443,7.1928,48718.17,Extracellular|Lysosome/Vacuole,OG0000001,['Glyco_hydro_18'],1
Plodia interpunctella,Lepidoptera,GCF_027563975.1,XP_053623577.1,454,7.1916,50501.13,Extracellular,OG0000001,['Glyco_hydro_18'],1
Teleopsis dalmanni,Diptera,GCF_002237135.1,XP_037958952.1,917,7.0183,103556.07,Extracellular,OG0000001,"['Glyco_hydro_18', 'Glyco_hydro_18']",1
Teleopsis dalmanni,Diptera,GCF_002237135.1,XP_037955764.1,436,6.7167,49445.15,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila gunungcola,Diptera,GCF_025200985.1,XP_052851388.1,439,6.9945,49536.42,Extracellular|Lysosome/Vacuole,OG0000001,['Glyco_hydro_18'],1
Vespa crabro,Hymenoptera,GCF_910589235.1,XP_046817819.1,434,7.4957,48386.76,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila gunungcola,Diptera,GCF_025200985.1,XP_052854490.1,863,6.9846,96739.23,Extracellular,OG0000001,"['Glyco_hydro_18', 'Glyco_hydro_18']",1
Drosophila gunungcola,Diptera,GCF_025200985.1,XP_052857140.1,442,7.8062,48611.19,Extracellular,OG0000001,['Glyco_hydro_18'],1
Polistes dominula,Hymenoptera,GCF_001465965.1,XP_015177401.1,434,7.496,48457.82,Extracellular,OG0000001,['Glyco_hydro_18'],1
Anopheles stephensi,Diptera,GCF_013141755.1,XP_035915874.1,438,8.3693,48040.67,Extracellular,OG0000001,['Glyco_hydro_18'],1
Daktulosphaira vitifoliae,Hemiptera,GCF_025091365.1,XP_050521925.1,442,9.0176,49434.98,Extracellular,OG0000001,['Glyco_hydro_18'],1
Anopheles stephensi,Diptera,GCF_013141755.1,XP_035915873.1,446,7.4678,49371.84,Extracellular|Lysosome/Vacuole,OG0000001,['Glyco_hydro_18'],1
Drosophila nasuta,Diptera,GCF_023558535.2,XP_060666336.1,439,6.8194,49142.96,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila gunungcola,Diptera,GCF_025200985.1,XP_052857141.1,442,7.8062,48611.19,Extracellular,OG0000001,['Glyco_hydro_18'],1
Schistocerca serialis cubense,Orthoptera,GCF_023864345.2,XP_049954825.1,437,9.1759,48855.64,Extracellular,OG0000001,['Glyco_hydro_18'],1
Teleopsis dalmanni,Diptera,GCF_002237135.1,XP_037956123.1,436,6.7168,49383.14,Extracellular,OG0000001,['Glyco_hydro_18'],1
Drosophila miranda,Diptera,GCF_003369915.1,XP_017148556.1,458,7.3183,50948.91,Extracellular,OG0000001,['Glyco_hydro_18'],1
Schistocerca serialis cubense,Orthoptera,GCF_023864345.2,XP_049954841.1,434,7.3756,48174.72,Extracellular,OG0000001,['Glyco_hydro_18'],1
Vanessa atalanta,Lepidoptera,GCF_905147765.1,XP_047535352.1,394,9.0029,45497.67,Extracellular,OG0000002,['Glyco_hydro_18'],2
Ischnura elegans,Odonata,GCF_921293095.1,XP_046396851.1,410,7.0144,46319.14,Extracellular,OG0000002,['Glyco_hydro_18'],2
Pieris napi,Lepidoptera,GCF_905475465.1,XP_047522028.1,394,9.4299,45195.35,Extracellular,OG0000002,['Glyco_hydro_18'],2
Eupeodes corollae,Diptera,GCF_945859685.1,XP_055917606.1,400,7.347,45829.66,Extracellular,OG0000002,['Glyco_hydro_18'],2
Odontomachus brunneus,Hymenoptera,GCF_010583005.1,XP_032678807.1,394,9.1609,44983.72,Extracellular,OG0000002,['Glyco_hydro_18'],2
Anopheles aquasalis,Diptera,GCF_943734665.1,XP_050084172.1,399,7.4758,44998.64,Extracellular,OG0000002,['Glyco_hydro_18'],2
Fopius arisanus,Hymenoptera,GCF_000806365.1,XP_011303310.1,392,8.9864,44940.47,Extracellular,OG0000002,['Glyco_hydro_18'],2
Hyposmocoma kahamanoa,Lepidoptera,GCF_003589595.1,XP_026318659.1,394,9.4184,45022.0,Extracellular,OG0000002,['Glyco_hydro_18'],2
Drosophila mauritiana,Diptera,GCF_004382145.1,XP_033174234.1,402,9.3578,45880.91,Extracellular,OG0000002,['Glyco_hydro_18'],2
Wyeomyia smithii,Diptera,GCF_029784165.1,XP_055542692.1,397,7.2817,44751.4,Extracellular,OG0000002,['Glyco_hydro_18'],2
Pseudomyrmex gracilis,Hymenoptera,GCF_002006095.1,XP_020300718.1,393,9.3265,45204.87,Extracellular,OG0000002,['Glyco_hydro_18'],2
Frankliniella occidentalis,Thysanoptera,GCF_000697945.3,XP_026285463.1,368,8.0034,41799.35,Extracellular,OG0000002,['Glyco_hydro_18'],2
Aricia agestis,Lepidoptera,GCF_905147365.1,XP_041982179.1,394,9.4598,45339.35,Extracellular,OG0000002,['Glyco_hydro_18'],2
Wyeomyia smithii,Diptera,GCF_029784165.1,XP_055542693.1,397,7.2817,44751.4,Extracellular,OG0000002,['Glyco_hydro_18'],2
Neodiprion pinetum,Hymenoptera,GCF_021155775.1,XP_046493058.1,391,9.1721,44137.44,Extracellular,OG0000002,['Glyco_hydro_18'],2
Atta colombica,Hymenoptera,GCF_001594045.1,XP_018052328.1,360,9.4287,41710.71,Cytoplasm,OG0000002,['Glyco_hydro_18'],2
Bactrocera latifrons,Diptera,GCF_001853355.1,XP_018804446.1,402,9.3462,46761.01,Extracellular,OG0000002,['Glyco_hydro_18'],2
Anoplophora glabripennis,Coleoptera,GCF_000390285.2,XP_018576613.1,396,8.7586,45462.21,Extracellular,OG0000002,['Glyco_hydro_18'],2
Helicoverpa zea,Lepidoptera,GCF_022581195.2,XP_047031800.1,394,9.2191,45303.08,Extracellular,OG0000002,['Glyco_hydro_18'],2
Melitaea cinxia,Lepidoptera,GCF_905220565.1,XP_045451380.1,397,9.4536,45765.11,Extracellular,OG0000002,['Glyco_hydro_18'],2
Malaya genurostris,Diptera,GCF_030247185.1,XP_058450849.1,396,7.4463,44936.83,Extracellular,OG0000002,['Glyco_hydro_18'],2
Drosophila santomea,Diptera,GCF_016746245.2,XP_039479371.1,402,9.0281,45762.73,Extracellular|Lysosome/Vacuole,OG0000002,['Glyco_hydro_18'],2
Drosophila pseudoobscura,Diptera,GCF_009870125.1,XP_001356617.5,403,9.0214,45967.96,Extracellular|Lysosome/Vacuole,OG0000002,['Glyco_hydro_18'],2
Episyrphus balteatus,Diptera,GCF_945859705.1,XP_055856135.1,402,8.5565,46114.19,Extracellular,OG0000002,['Glyco_hydro_18'],2
Anopheles albimanus,Diptera,GCF_013758885.1,XP_035776696.1,399,7.0083,45076.67,Extracellular,OG0000002,['Glyco_hydro_18'],2
Danaus plexippus,Lepidoptera,GCF_018135715.1,XP_032519059.2,394,9.0739,45404.07,Extracellular,OG0000002,['Glyco_hydro_18'],2
Schistocerca nitens,Orthoptera,GCF_023898315.1,XP_049808016.1,381,8.3767,43614.41,Extracellular,OG0000002,['Glyco_hydro_18'],2
Apis dorsata,Hymenoptera,GCF_000469605.1,XP_006614402.1,393,8.9513,45292.97,Extracellular,OG0000002,['Glyco_hydro_18'],2
Lepeophtheirus salmonis,Siphonostomatoida,GCF_016086655.3,XP_040576648.1,364,6.0195,41907.03,Extracellular,OG0000002,['Glyco_hydro_18'],2
Vollenhovia emeryi,Hymenoptera,GCF_000949405.1,XP_011864291.1,393,9.0196,45271.83,Extracellular,OG0000002,['Glyco_hydro_18'],2
Drosophila simulans,Diptera,GCF_016746395.2,XP_002078602.1,402,9.3576,45857.87,Extracellular,OG0000002,['Glyco_hydro_18'],2
Formica exsecta,Hymenoptera,GCF_003651465.1,XP_029667391.1,379,9.5032,43983.25,Extracellular,OG0000002,['Glyco_hydro_18'],2
Vespula pensylvanica,Hymenoptera,GCF_014466175.1,XP_043673684.1,394,9.6179,45390.31,Extracellular,OG0000002,['Glyco_hydro_18'],2
Anopheles cruzii,Diptera,GCF_943734635.1,XP_052866341.1,403,7.5499,45611.38,Extracellular,OG0000002,['Glyco_hydro_18'],2
Bactrocera neohumeralis,Diptera,GCF_024586455.1,XP_050319246.1,403,9.4515,46873.05,Extracellular,OG0000002,['Glyco_hydro_18'],2
Microplitis demolitor,Hymenoptera,GCF_026212275.2,XP_008553138.1,390,8.6849,44397.69,Extracellular,OG0000002,['Glyco_hydro_18'],2
Tigriopus californicus,Harpacticoida,GCF_007210705.1,XP_059080635.1,408,6.9035,45539.97,Extracellular,OG0000002,['Glyco_hydro_18'],2
